id,name_english,name_spanish,website,languages_spoken_english,languages_spoken_spanish,customers_served_english,customers_served_spanish,notes_english,notes_spanish,categories_english,categories_spanish,tags_english,tags_spanish
1246,Aurora Vista Del Mar Hospital,Aurora Vista Del Mar Hospital,,English,ingles,Veterans,Veteranos,Behavioral health support for military veterans. Services veterans of Santa Barbara County.,Apoyo de salud conductual para veteranos militares. Servicios a los veteranos del condado de Santa Barbara.,medical support,Atencion medica,93001<&&>veterans<&&>support<&&>illness<&&>patient<&&>medical<&&>medical support<&&>care<&&>behavioral wellness<&&>aurora vista del mar hospital<&&>801 seneca street<&&>english<&&>patients<&&>ventura,apoyo medico<&&>cuidado<&&>veteranos<&&>93001<&&>paciente<&&>bienestar conductual<&&>medico<&&>pacientes<&&>aurora vista del mar hospital<&&>801 seneca street<&&>enfermedad<&&>apoyo<&&>ingles<&&>ventura
1247,HUD—VASH,HUD - VASH,,English,ingles,Veterans,Veteranos,Phone: 877-424-3838 Free 24/7 counseling for homeless veterans and veterans at risk of becoming homeless Provides tenant-based rental assistance to eligible homeless veterans and their families Must receive VA case management services until deemed no longer necessary by VAMC,Telefono: 877-424-3838 Asesoramiento gratuito las 24 horas<&&> los 7 dias de la semana para veteranos sin hogar y veteranos en riesgo de quedarse sin hogar Brinda asistencia de alquiler basada en inquilinos para veteranos sin hogar elegibles y sus familias Debe recibir servicios de administracion de casos de VA hasta que VAMC lo considere ya no necesario,housing,alojamiento,veterans<&&>hud—vash<&&>homes<&&>apartments<&&>shelter<&&>english<&&>rent<&&>housing,apartamentos<&&>hud — vash<&&>refugio<&&>vivienda<&&>alquiler<&&>casas<&&>ingles<&&>veteranos
1248,VWF National Home for Children,Hogar Nacional VWF para Ninos,,English,ingles,Veterans,Veteranos,Phone: 800-313-4200 Open to married<&&> single parent or guardian families with dependent children where the children have VFW or Ladies Auxiliary member in the parental lineage and/or a parent is a veteran<&&> honorably discharged<&&> or still serving in the National Guard or Reserves. Open to deploying or unaccompanied tour service members who have a spouse with dependent children or a Family Plan appointed guardian with dependent children. Military and veteran families can live for 1-4 years and have access to community supports. Families will live in single-family homes in a neighborhood-like setting and benefit from support services such as professional case managers<&&> on site licensed child care<&&> life skills training<&&> tutoring and other educational services<&&> and numerous recreational and community service opportunities.,Telefono: 800-313-4200 Abierto a familias casadas<&&> monoparentales o tutores con hijos dependientes donde los hijos tienen VFW o miembros auxiliares femeninos en el linaje paterno y / o uno de los padres es un veterano<&&> dado de baja honorablemente o que todavia sirve Guardia o Reservas. Abierto a miembros del servicio de viajes desplegados o no acompanados que tengan un conyuge con hijos dependientes o un tutor designado por el Plan familiar con hijos dependientes. Las familias de militares y veteranos pueden vivir de 1 a 4 anos y tener acceso a apoyos comunitarios. Las familias viviran en hogares unifamiliares en un entorno similar a un vecindario y se beneficiaran de servicios de apoyo como administradores de casos profesionales<&&> cuidado infantil autorizado en el lugar<&&> capacitacion en habilidades para la vida<&&> tutoria y otros servicios educativos<&&> y numerosas oportunidades recreativas y de servicio comunitario.,housing,alojamiento,vwf national home for children<&&>veterans<&&>homes<&&>apartments<&&>shelter<&&>english<&&>rent<&&>housing,apartamentos<&&>hogar nacional vwf para ninos<&&>refugio<&&>vivienda<&&>alquiler<&&>casas<&&>ingles<&&>veteranos
1249,La Casa de Flores—”Camp Flores”,La Casa de Flores—”Camp Flores”,,English,ingles,Veterans,Veteranos,Stable housing for homeless veterans and veterans at risk of becoming homeless. Must be honorably discharged.,Vivienda estable para veteranos sin hogar y veteranos en riesgo de quedarse sin hogar. Debe ser dado de baja honorablemente.,housing,alojamiento,veterans<&&>400 w. church street<&&>homes<&&>apartments<&&>shelter<&&>santa maria<&&>english<&&>93454<&&>rent<&&>la casa de flores—”camp flores”<&&>housing,ingles<&&>apartamentos<&&>refugio<&&>la casa de flores— ”camp flores”<&&>400 w. calle Iglesia<&&>casas<&&>vivienda<&&>alquiler<&&>santa maria<&&>93454<&&>veteranos
1250,Veterans Resource Centers of America,Centros de recursos para veteranos de America,,English,ingles,Veterans,Veteranos,Phone: 707-578-2785 Supportive services for veteran families—provides assistance for very low-income veteran families living in or transitioning to permanent housing Employment and training programs for veterans. Transitional housing in Northern California—140 beds available for a stay of up to 2 years for men or women veterans Behavioral Health Treatment (Dual Diagnosis)—57 beds at 3 sites in Northern California and Reno Permanent Supportive Housing—50 units already constructed and 200 more planned. Located in Eureka<&&> CA through HUD-VASH,Telefono: 707-578-2785 Servicios de apoyo para familias de veteranos: brinda asistencia a familias de veteranos de muy bajos ingresos que viven en una vivienda permanente o estan en transicion a ella. Programas de empleo y capacitacion para veteranos. Vivienda de transicion en el norte de California — 140 camas disponibles para una estadia de hasta 2 anos para hombres o mujeres veteranos Tratamiento de salud conductual (diagnostico dual) —57 camas en 3 sitios en el norte de California y Reno Vivienda de apoyo permanente — 50 unidades ya construidas y 200 mas planeado. Ubicado en Eureka<&&> CA a traves de HUD-VASH,housing<&&>employment<&&>medical support<&&>mental health,vivienda<&&>empleo<&&>apoyo medico<&&>salud mental,hire<&&>temp<&&>medical<&&>medical support<&&>health<&&>business<&&>apartments<&&>shelter<&&>time<&&>english<&&>gig<&&>jobs<&&>support<&&>care<&&>hiring<&&>veterans resource centers of america<&&>rent<&&>veterans<&&>homes<&&>trade<&&>illness<&&>full<&&>patient<&&>mental<&&>employment<&&>job<&&>mental health<&&>housing<&&>patients,cuidado<&&>contratacion<&&>trabajos<&&>alquiler<&&>casas<&&>concierto<&&>salud<&&>medico<&&>pacientes<&&>centros de recursos para veteranos de america<&&>vivienda<&&>ingles<&&>temporal<&&>apoyo medico<&&>apartamentos<&&>empleo<&&>negocio<&&>completo<&&>enfermedad<&&>comercio<&&>paciente<&&>refugio<&&>mental<&&>trabajo<&&>salud mental<&&>apoyo<&&>tiempo<&&>veteranos
1251,The United Way,El United Way,https://www.unitedwaysb.org/,English,ingles,,,Emily Allen—Homeless and Veterans Programs Director Darrell Tullis—Veterans Specialist,Emily Allen — Directora de programas para personas sin hogar y para veteranos Darrell Tullis — Especialista en veteranos,housing,alojamiento,93101<&&>1660 s. broadway<&&>homes<&&>housing assistance<&&>apartments<&&>shelter<&&>the united way<&&>veterans services<&&>english<&&>santa barbara<&&>santa maria<&&>320 e. gutierrez street<&&>93454<&&>rent<&&>housing,ingles<&&>93101<&&>apartamentos<&&>refugio<&&>casas<&&>servicios para veteranos<&&>the united way<&&>vivienda<&&>alquiler<&&>santa maria<&&>santa barbara<&&>320 e. calle gutierrez<&&>93454<&&>asistencia de vivienda<&&>1660 s. Broadway
1252,Supportive Services for Veteran Families—New Beginnings,Servicios de apoyo para familias de veteranos: nuevos comienzos,,English,ingles,Veterans,Veteranos,Services available to veterans with 1 day of active duty service and any discharge other than dishonorable. Must be below 50% Area Median Income<&&> homeless<&&> or with an eviction notice. Provides rapid response and homeless prevention services to veterans and their families. Case management and financial assistance provided on a case-by-case basis to support and promote housing stability.,Servicios disponibles para veteranos con 1 dia de servicio activo y cualquier baja que no sea deshonrosa. Debe estar por debajo del 50% del ingreso medio del area<&&> sin hogar o con un aviso de desalojo. Brinda servicios de respuesta rapida y prevencion de personas sin hogar a los veteranos y sus familias. Gestion de casos y asistencia financiera proporcionados caso por caso para apoyar y promover la estabilidad de la vivienda.,housing,alojamiento,veterans housing<&&>93101<&&>veterans<&&>homes<&&>324 e. carrillo street<&&>apartments<&&>veterans financial assistance<&&>shelter<&&>case management<&&>rent<&&>english<&&>santa barbara<&&>supportive services for veteran families—new beginnings<&&>housing,apartamentos<&&>93101<&&>324 e. calle carrillo<&&>vivienda para veteranos<&&>refugio<&&>casas<&&>asistencia financiera para veteranos<&&>servicios de apoyo para familias de veteranos: nuevos comienzos<&&>vivienda<&&>alquiler<&&>santa barbara<&&>administracion de casos<&&>ingles<&&>veteranos
1253,Crisis Services,Servicios de crisis,,English,ingles,,,We understand that everyone goes through difficult times<&&> and we are here to be a resource. We are available to assist you before<&&> during and after a crisis. The multi-disciplinary team incudes therapists<&&> case workers<&&> peer recovery specialists and a psychiatrist.,Entendemos que todo el mundo pasa por momentos dificiles y estamos aqui para ser un recurso. Estamos disponibles para ayudarlo antes<&&> durante y despues de una crisis. El equipo multidisciplinario incluye terapeutas<&&> trabajadores de casos<&&> especialistas en recuperacion de pares y un psiquiatra.,mental health<&&>community support<&&>medical support,salud mental<&&>apoyo comunitario<&&>apoyo medico,community<&&>medical<&&>medical support<&&>health<&&>peer support<&&>english<&&>crisis stabilization<&&>people<&&>support<&&>neigborhood<&&>care<&&>referrals<&&>93110<&&>crisis services<&&>short-term case management<&&>212 west carmen lane<&&>315 camino del remedio<&&>santa maria<&&>psychiatry<&&>illness<&&>patient<&&>mental<&&>93458<&&>community support<&&>advocacy services<&&>santa barbara<&&>mental health<&&>patients,referencias<&&>cuidado<&&>estabilizacion de crisis<&&>gente<&&>comunidad<&&>salud<&&>servicios de defensa<&&>apoyo comunitario<&&>medico<&&>pacientes<&&>93110<&&>psiquiatria<&&>vecindario<&&>ingles<&&>212 west carmen lane<&&>315 camino del remedio<&&>apoyo entre pares<&&>santa maria<&&>enfermedad<&&>servicios de crisis<&&>paciente<&&>Atencion medica<&&>mental<&&>93458<&&>manejo de casos a corto plazo<&&>salud mental<&&>santa barbara<&&>apoyo
1254,Child Home,Hogar infantil,https://www.countyofsb.org/behavioral-wellness/child-home.sbc,English,ingles,,,We serve children 0-15 who are Medi-Cal beneficiaries with serious emotional disturbance and/or substance use disorders. To obtain services<&&> call the 24/7 Access Line<&&> 1-888-868-1649.  More information about obtaining services is here. ,Servimos a ninos de 0 a 15 anos que son beneficiarios de Medi-Cal con trastornos emocionales graves y / o trastornos por uso de sustancias. Para obtener servicios<&&> llame a la Linea de acceso 24 horas al dia<&&> 7 dias a la semana<&&> 1-888-868-1649. Mas informacion sobre como obtener servicios esta aqui.,community support<&&>resource directory<&&>housing,apoyo comunitario<&&>directorio de recursos<&&>vivienda,catalog<&&>community<&&>apartments<&&>resource directory<&&>shelter<&&>english<&&>resources<&&>directory<&&>people<&&>medical assistance<&&>support<&&>housing assistance<&&>neigborhood<&&>93110<&&>list<&&>93436<&&>rent<&&>homes<&&>mental illness<&&>lompoc<&&>santa maria<&&>500 west foster road<&&>93454<&&>child home<&&>401 east ocean avenue<&&>resource<&&>community support<&&>santa barbara<&&>429 n san antonio road<&&>housing,hogar infantil<&&>directorio de recursos<&&>lista<&&>alquiler<&&>recursos<&&>casas<&&>gente<&&>comunidad<&&>apoyo comunitario<&&>vivienda<&&>93110<&&>recurso<&&>vecindario<&&>93436<&&>ingles<&&>asistencia de vivienda<&&>catalogo<&&>apartamentos<&&>mental enfermedad<&&>lompoc<&&>santa maria<&&>500 west foster road<&&>93454<&&>401 east ocean avenue<&&>refugio<&&>directorio<&&>santa barbara<&&>apoyo<&&>asistencia medica<&&>429 n san antonio road
1256,Family Therapy Institute of Santa Barbara,Instituto de Terapia Familiar de Santa Barbara,https://ftisb.org/,English,ingles,,,Counseling provided for children with emotional and  behavioral problems. ,Se proporciona asesoramiento a ninos con problemas emocionales y de conducta.,community support<&&>family,soporte comunitario<&&>familia,93101<&&>people<&&>support<&&>neigborhood<&&>community<&&>substance abuse treatment<&&>community support<&&>family therapy institute of santa barbara<&&>santa barbara<&&>111 e. arrellaga street<&&>english,ingles<&&>93101<&&>comunidad<&&>tratamiento por abuso de sustancias<&&>apoyo comunitario<&&>111 e. calle arrellaga<&&>santa barbara<&&>apoyo<&&>vecindario<&&>gente<&&>instituto de terapia familiar de santa barbara
1257,St. George Family and Youth Center,Centro juvenil y familiar de St. George,https://www.ciymca.org/about-st-george-youth-center,English,ingles,,,Nurturing the potential of every child and teen. All kids deserve the opportunity to discover who they are and what they can achieve. That’s why<&&> through the Y<&&> thousands of youth in Santa Barbara and Ventura counties are cultivating the values<&&> skills<&&> and relationships that lead to positive behaviors<&&> better health<&&> and lifelong achievement.,Fomentar el potencial de cada nino y adolescente. Todos los ninos merecen la oportunidad de descubrir quienes son y que pueden lograr. Es por eso que<&&> a traves de la Y<&&> miles de jovenes en los condados de Santa Barbara y Ventura estan cultivando valores<&&> habilidades y relaciones que conducen a comportamientos positivos<&&> mejor salud y logros de por vida.,community support<&&>family,soporte comunitario<&&>familia,st. george family and youth center<&&>people<&&>support<&&>neigborhood<&&>community<&&>community support<&&>youth service<&&>childcare<&&>889 camino del sur<&&>93117<&&>english<&&>isla vista,servicio juvenil<&&>comunidad<&&>apoyo comunitario<&&>cuidado de ninos<&&>889 camino del sur<&&>93117<&&>apoyo<&&>vecindario<&&>isla vista<&&>ingles<&&>S t. george family and youth center<&&>gente
1258,AHA! Attitude. Harmony. Achievement,!AHA! Actitud. Armonia. Logro,https://www.guidestar.org/profile/20-4418873,English,ingles,,,Inspiring youth to feel safe<&&> seen<&&> celebrated<&&> and emotionally connected,Inspirar a los jovenes a sentirse seguros<&&> vistos<&&> celebrados y conectados emocionalmente,community support<&&>resource directory<&&>social services,apoyo comunitario<&&>directorio de recursos<&&>servicios sociales,catalog<&&>community<&&>resource directory<&&>english<&&>service<&&>mentorship<&&>resources<&&>directory<&&>people<&&>support<&&>neigborhood<&&>services<&&>social services<&&>relief<&&>list<&&>93101<&&>social<&&>aha! attitude. harmony. achievement<&&>1290 de la vina street<&&>resource<&&>community support<&&>childcare<&&>santa barbara,lista<&&>directorio de recursos<&&>tutoria<&&>recursos<&&>gente<&&>comunidad<&&>apoyo comunitario<&&>recurso<&&>servicios sociales<&&>vecindario<&&>cuidado de ninos<&&>ingles<&&>catalogo<&&>93101<&&>social<&&>servicio<&&>apoyo<&&>!Aja! actitud. armonia. logro<&&>1290 de la vina street<&&>socorro<&&>directorio<&&>santa barbara<&&>servicios
